image,source,headline,label,explanation,Inaccurate reasoning (Yes/No),Explanation states opinion (Yes/No),Explanation uses commonsense reasoning (Yes/No),Explanation uses knowledge of specific events (Yes/No),Explanation uses domain knowledge (Yes/No)
False/non-medical/Trump Routinely Forced Staffers To Shred And Eat White House Documents2022-08-26-17-35-30.jpg,HALFWAYPOST.COM,Trump Routinely Forced Staffers To Shred And Eat White House Documents,False,"There's no credible evidence or reliable source that support this claim. Although it's true that some reports mentioned instances of Trump tearing up notes, him forcing staffers to eat shredded documents is drastically exaggerated, essentially making it misinformation. It's crucial to differentiate between verified facts and sensationalist allegations.",No,No,Yes,Yes,Yes
False/non-medical/Gen. Flynn Exposes Raid Of Vote Hacking CIA Facility In Germany_ “They Committed TREASON”2022-08-26-01-09-33.jpg,GREEKNEWSONDEMAND.COM,"Gen. Flynn Exposes Raid Of Vote Hacking CIA Facility In Germany: ""They Committed TREASON""",False,"This headline is false because it inaccurately portrays events. No credible source has confirmed a raid of a CIA facility in Germany related to vote hacking. Allegations of treason are serious and need substantial evidence, which is lacking in this case. Gen. Michael Flynn has not publicly disclosed any information confirming such actions either.",Yes,No,Yes,Yes,Yes
False/non-medical/BLACK LIVES MATTER LEADER EXPOSED AS WHITE MAN USING TANNING INJECTIONS2022-08-26-17-19-17.jpg,WORLDNEWSDAILYREPORT.COM,BLACK LIVES MATTER LEADER EXPOSED AS WHITE MAN USING TANNING INJECTIONS,False,"This headline is false as Black Lives Matter is a decentralized movement with no single designated leader. Moreover, the claim of someone posing as a Black person through tanning injections is a sensational assertion with no substantial evidence. Misleading headlines like this tend to spread disinformation and fuel unnecessary controversies.",No,No,Yes,Yes,Yes
False/non-medical/White Hats Will Monitor Midterm Elections2022-08-25-18-25-32.jpg,REALRAWNEWS.COM,White Hats Will Monitor Midterm Elections The White Hat partition of a splintered U.S. military will actively,False,"The headline is false because there's no such thing as a ""White Hat partition of a splintered U.S. military"" involved in monitoring elections. The U.S. military does not splinter into factions and does not participate in election oversight. The term ""white hat"" may relate to ethical hackers, but they are not part of the military structure.",Yes,No,Yes,Yes,Yes
False/non-medical/alec-baldwin-hanged-in-crazy-execution2022-08-24-21-29-55.jpg,TRUSTTHEQ.COM,Alec Baldwin Hanged in Crazy Execution The men responsible for effecting Deep State executions have_,False,"The headline is false because there are no credible reports or evidence to support the claim that Alec Baldwin was executed. Such uncorroborated stories are usually part of misinformation campaigns. Baldwin is a well-known actor and his wellbeing is easy to confirm. Always rely on reliable, trusted news sources for information.",Yes,No,Yes,Yes,Yes
False/non-medical/Trump Threatens To Sue Founding Fathers2022-08-26-00-46-37.jpg,DAILYKOS.COM,Trump Threatens To Sue Founding Fathers,False,"This headline is false because it is historically impossible. The Founding Fathers lived in the 18th century and have been deceased for over 200 years. Therefore, Donald Trump, or anyone else for that matter, cannot legally sue them.",No,No,Yes,Yes,Yes
False/non-medical/malia obama arrested again.png,DAILYWORLDUPDATE.US,"Malia Obama Arrested Again, Complete Media Blackout - The truth is right in front of you",False,"This headline is false because there are no credible reports or verifiable information to support the claim that Malia Obama has been arrested again. Furthermore, any significant incidents involving public figures like the Obama family would be widely reported by the media rather than experiencing a 'blackout'.",No,No,Yes,Yes,Yes
"False/non-medical/DONALD TRUMP IS ADDICTED TO PENIS ENLARGEMENT PILLS, CLAIMS HIS EX-WIFE2022-08-26-17-35-11.jpg",WORLDNEWSDAILYREPORT.COM,"DONALD TRUMP IS ADDICTED TO PENIS ENLARGEMENT PILLS, CLAIMS HIS EX-WIFE",False,"This headline is false because there are no public records, documented interviews, or verified statements from any of Donald Trump's ex-wives suggesting he is addicted to penis enlargement pills. It is important to cross-reference tabloid headlines with credible news sources.",No, No,Yes,Yes,Yes
False/non-medical/f_aoc 9-11 not a big deal.jpg,DAILYWORLDUPDATE.US,"Ocasio-Cortez: '9/11 Wasn't That Big a Deal"" - Very disrespectful, Smurfette",False,"This headline is false because Congresswoman Alexandria Ocasio-Cortez has never made a statement belittling the significance of 9/11. The tragedy of 9/11 is universally recognized as a pivotal event in American history. Any claims of her belittling it are false. Additionally, the use of 'Smurfette' is inappropriate and lacks relevance.",Yes,No,Yes,Yes,Yes
False/non-medical/What the What_ The US is Working on App to help Illegal Immigrants2022-08-26-17-21-34.jpg,DOGFACEPONIA.COM,What the What? The US is Working on App to help Illegal Immigrants,False,"This headline is misleading because the US government is not developing an app specifically designed to assist illegal immigrants. While there are several technologies and applications that aim to support all immigrants, including those with lawful status, providing resources about legal rights and processes, none are intended for illegal activity facilitation or specifically tailored for undocumented individuals. Misconstruing their purpose spreads misinformation.",Yes,No,Yes,Yes,Yes
False/non-medical/Eric Greitens Claims He’s A Social Justice Warrior Now2022-08-26-17-27-07.jpg,HALFWAYPOST.COM,Eric Greitens Claims He’s A Social Justice Warrior Now,False,"There's no evidence that Eric Greitens, a former governor of Missouri known for his conservative views, has ever claimed to be a social justice warrior. This term is generally associated with progressive advocacy on issues like racial and gender equality, which are not typically part of Greitens' public platform. It's crucial to cross-check information with credible sources.",Yes, No,Yes,Yes,Yes
False/non-medical/florida-schools-to-hire-vets-without-teaching-experience2022-08-24-21-34-04.jpg,WFXRTV.COM,Florida schools to hire vets without teaching experience,False,"The headline is false because there aren't any substantiated reports or policies indicating that Florida schools are hiring veterans without teaching experience. In the U.S., teaching positions often require certifications and certain qualifications. While programs may exist to fast-track vets into teaching, it doesn't equate to hiring without any teaching experience or training.",No,No,Yes,Yes,Yes
False/non-medical/putin-beheads-bioweapon-engineers-in-ukraine2022-04-07-21-28-20.jpg,TRUSTTHEQ.COM,Putin Beheads Bioweapon Engineers in Ukraine,False,The headline is false because there are no credible reports or verified sources that confirm Russian President Vladimir Putin has executed bioweapon engineers in Ukraine. Such a severe act would likely ignite strong international backlash and would be widely reported. It's crucial to check the credibility of any news source before believing potentially harmful misinformation.,No,No,Yes,No,Yes
False/non-medical/YOKO ONO_ “I HAD AN AFFAIR WITH HILLARY CLINTON IN THE ’70S”2022-08-26-17-33-06.jpg,WORLDNEWSDAILYREPORT.COM,"YOKO ONO: ""I HAD AN AFFAIR WITH HILLARY CLINTON IN THE ‘70s""",False,"The headline is false because there's no credible evidence to support it. The claim originated from a satirical website known for creating fictitious stories. Both Yoko Ono and Hillary Clinton have never confirmed such an affair. Therefore, it's baseless and misleading.",No,No,Yes,Yes,Yes
False/non-medical/January 6th Committee Trying for a Grammy2022-08-26-17-29-27.jpg,DOGFACEPONIA.COM,January 6th Committee Trying for a Grammy,False,"The Grammy Awards are meant to recognize outstanding achievement in the music industry. The January 6th Committee, however, is a political body established by the U.S. House of Representatives to investigate the Capitol attack. Therefore, the headline suggesting that the committee is trying for a Grammy is false because they operate in entirely different realms.",Yes,No,Yes,Yes,Yes
False/non-medical/“My Advice For You is to Choose Wisely” – Greta Thunberg Threatens Congress on Earth Day (VIDEO)2022-08-26-01-08-14.jpg,THEGATEWAYPUNDIT.COM,“My Advice For You is to Choose Wisely” - Greta Thunberg Threatens Congress on Earth Day (VIDEO),False,"The headline is misleading. Greta Thunberg, a climate activist, did address Congress on Earth Day, but she did not threaten them. Instead, she urged them to take urgent action against climate change. The term ""threaten"" misrepresents the tone and intent of her remarks.",Yes,No,Yes,Yes,Yes
False/non-medical/Putin Bombs Biden-Owned Villa in Ukraine while Hammering Biolabs & Pedophile Rings2022-08-26-00-31-17.jpg,REALRAWNEWS.COM,Putin Bombs Biden-Owned Villa in Ukraine while Hammering Biolabs & Pedophile Rings,False,"The headline is false because there's no verified evidence supporting these claims. There is no record that Joe Biden owns a villa in Ukraine, nor that Putin directly targeted any such property. Additionally, allegations about biolabs and pedophile rings are often linked to conspiracy theories with no factual basis. Accurate information must always be grounded in credible sources.
",No,No,Yes,Yes,Yes
False/non-medical/Are You On Donald Trump’s ‘Kill’ List_ Stickers On Your Mailbox Will Determine Your Fate2022-08-26-00-31-35.jpg,NOWSNEWS.COM,Are You On Donald Trump's 'Kill' List? Stickers On Your Mailbox Will Determine Your Fate,False,"The claim embedded in this headline is false. There's no evidence of Donald Trump creating a ""kill list"" or that stickers on mailboxes are used to determine anyone's fate. This concept is based in conspiracy theory and not grounded in factual information.",No,No,Yes,No,Yes
Misleading/medical/Shocking Interview_ Embalmers Finding “Strange Clots” In Jabbed People2022-08-26-19-35-40.jpg,NEWSWARS.COM,"Shocking Interview: Embalmers Finding ""Strange Clots"" In Jabbed People",False,"This headline is misleading as it is not based on scientific evidence. Embalmers are not medically trained to identify or interpret the type of clots caused by vaccination. Moreover, any post-mortem observations they express are anecdotal and subjective. Official health authorities and medical professionals rely on rigorous and controlled studies to establish any links between vaccines and health anomalies.",No,No,Yes,Yes,Yes
Misleading/medical/fury-of-11-vets-as-gitmo-terrorists-to-get-vaccine-before-most-americans2022-10-18-20-21-56.jpg,THESUN.CO.UK ,Fury of 9/11 vets as Gitmo ‘terrorists’ to get vaccine BEFORE most Americans,False,"The claim that Guantanamo detainees are getting vaccines before most Americans is false. Pentagon press secretary, John Kirby, confirmed on January 30, 2021, that plans to vaccinate detainees have been paused to focus on vaccinating US troops and personnel at the detention center.",Yes,No,Yes,Yes,Yes
Misleading/medical/Fauci under fire over report alleging NIAID spent $400k on research infecting dogs with parasites2022-08-26-19-37-50.jpg,FOXNEWS.COM,Fauci under fire over report alleging NIAID spent $400k on research infecting dogs with parasites,False,"The headline is misleading. NIAID did fund a study in Tunisia, but it concerned the health effects on local communities associated with parasite-carrying sandflies. NIAID didn't directly conduct or supervise the project and it wasn't focused on infecting dogs with parasites as the primary line of investigation. The amount and the specific use of funds are also inaccurately represented.",No, No,Yes,Yes,Yes
Misleading/medical/More vaccine sites halt Johnson & Johnson shots after adverse reactions2022-08-26-22-42-06.jpg,FOX8.COM,More vaccine sites halt Johnson & Johnson shots after adverse reactions,False,"The headline is not fully accurate. While there have been isolated instances of sites temporarily halting use of the Johnson & Johnson vaccine due to reported reactions, these actions were taken out of an abundance of caution and not indicative of a broad issue with the vaccine. The majority of sites and health authorities nationwide continue to administer the vaccine. According to the CDC and FDA, the Johnson & Johnson vaccine is safe and effective.",No,No,Yes,Yes,Yes
Misleading/medical/Twitter will now ban users that repeatedly claim vaccinated people can spread Covid2022-08-26-19-33-49.jpg,RECLAIMTHENET.ORG,Twitter will now ban users that repeatedly claim vaccinated people can spread Covid,False,"Twitter has not explicitly announced that they would ban users who repeatedly make the claim that vaccinated people can spread Covid. They only update their policies to address misleading information about COVID-19, including claims that could fuel vaccine avoidance or that doubt efficacy with no credible proof. So, while such claims can potentially be flagged, they do not directly lead to a ban.",Yes,No,Yes,Yes,Yes
Misleading/medical/if-you-snore-you-could-be-three-times-more-likely-to-die-of-covid-docs-warn2022-08-25-17-03-48.jpg,THESUN.CO.UK,"If you snore you could be THREE TIMES more likely to die of Covid, docs warn",False,"While snoring can be a sign of underlying health conditions like sleep apnea, which might increase vulnerability to severe Covid-19 complications, snoring itself does not directly increase the risk of dying from Covid-19 by three times. Correlation does not imply causation. The headline is misleading.",No,Yes,Yes,No,Yes
"Misleading/medical/BOMBSHELL_ Disposable blue face masks found to contain toxic, asbestos-like substance that destroys lungs2022-08-26-22-42-26.jpg",NATURALNEWS.COM,"BOMBSHELL: Disposable blue face masks found to contain toxic, asbestos-like substance that destroys lungs",False,"This headline is false because there is no credible scientific evidence to suggest that disposable blue face masks contain toxic, asbestos-like substances. These masks are typically made from non-toxic materials like polypropylene. Any claim suggesting otherwise likely stems from misinformation or misunderstanding. Always refer to reputable sources for health-related information.",No,No,Yes,No,Yes
Misleading/medical/people-over-6ft-have-double-the-risk-of-coronavirus-study-suggests2022-10-18-21-53-00.jpg,TELEGRAPH.CO.UK,"People over 6ft have double the risk of coronavirus, study suggests",False,"The headline doesn't accurately represent the complexities of COVID-19 transmission. Height isn't a direct risk factor for coronavirus. The cited study suggested that taller people might be more exposed to aerosols due to their stature, not necessarily increasing the risk of contracting the virus itself. Factors like underlying health conditions, age and immunity play a bigger role.",Yes,No,Yes,Yes,Yes
Misleading/medical/cdc-drug-overdoses-reach-record-high-under-joe-biden2022-10-18-20-26-58.jpg,BREITBART.COM,CDC: Drug Overdoses Reach Record High Under Joe Biden,False,"The headline is false as it suggests a causal relationship between Joe Biden's presidency and drug overdoses, which is misleading. Drug overdoses have been an escalating problem for years due to complex social, medical, and economic factors. The timeline of the opioid crisis furthermore, predates Biden's administration. Hence, it is incorrect to imply this administration is solely responsible for the rise.
",No,No,Yes,Yes,Yes
Misleading/medical/why-has-pfizer-changed-the-formulation-of-its-covid-19-vaccine-for-children-to-include-an-ingredient2022-10-18-21-03-22.jpg,THEEXPOSE.UK,Why has Pfizer changed the formulation of its Covid-19 Vaccine for Children to include an ingredient that stabilizes people suffering a Heart Attack,False,"The claim that Pfizer has altered its Covid-19 vaccine for children to include a heart attack stabilizing ingredient is false. The active ingredients remain the same across all age groups, tailored only by dosage amount. Pfizer follows rigorously monitored scientific protocols, and any formulation changes would be publicly documented and shared with health authorities worldwide. No such information has been released or verified.",Yes,No,Yes,Yes,Yes
Misleading/medical/france-sees-70-coronavirus-cases-linked-to-schools-days-after-reopening2022-08-25-17-03-19.jpg,INDEPENDENTCO.UK,France sees 70 coronavirus cases linked to schools days after reopening,False,"An investigation into this claim revealed that it lacks necessary data to be classified as true. The French government did report new COVID-19 cases after reopening schools, but the definitive link between these new cases and the schools has not been confirmed. Contact tracing is ongoing. Therefore, stating definitively that the cases are linked to the schools is inaccurate.",No,No,Yes,Yes,Yes
Misleading/medical/swedes-are-implanting-microchip-vaccine-passports-it-won-stop-there2022-10-18-20-35-22.jpg,THEFEDERALIST.COM,Swedes Are Implanting Microchip Vaccine Passports. It Won't Stop There,False,"While there has been interest in Sweden regarding microchip technology, assertions that Swedes are implanting microchip vaccine passports is false. Various sources from the country, including the Swedish government, deny such claims. The technology for embedding vaccination details in a microchip simply does not exist yet.",Yes,No,Yes,Yes,Yes
Misleading/medical/deaths-spur-norway-concern-at-covid-vaccine-safety-for-vulnerable-elderly2022-10-18-21-01-57.jpg,IRISHTIMES.COM,Deaths spur Norway concern at Covid vaccine safety for vulnerable elderly ,False,"The headline is misleading as it implies a direct correlation between the Covid vaccine and deaths among the elderly in Norway. However, Norway health officials did not find any direct links to vaccination. The severe adverse effects were seen among the very frail or terminally ill elderly patients, who already had short life expectancies. Furthermore, they reiterated the importance and safety of the vaccine for the majority of people.",No,No,Yes,Yes,Yes
Misleading/medical/Sheriff Warns Against Picking Up Folded Money That Could 'Kill Anyone'2022-08-26-19-39-02.jpg,NEWSWEEK.COM,Sheriff Warns Against Picking Up Folded Money That Could 'Kill Anyone',False,"The headline is misleading. While there have been instances where drugs like fentanyl have been found on money, simply picking up folded money is extremely unlikely to cause harm. Direct contact with a substance like fentanyl is not typically lethal unless it is ingested or enters the bloodstream. Further safety measures like hand washing can reduce risks even more.",No,No,Yes,No,Yes
Misleading/medical/fauci-finally-admits-vaccines-don-protect-against-covid-or-death-principia-scientific-intl2022-10-18-21-53-25.jpg,PRINCIPIA-SCIENTIFIC.COM,Fauci Finally Admits Vaccines Don't Protect Against Covid Or Death,False,"This headline is false because Dr. Fauci has consistently maintained that vaccines greatly reduce the risk of severe disease, hospitalization, and death from COVID-19. While no vaccine is 100% effective, multiple studies confirm that COVID-19 vaccines are highly effective in providing protection against the virus and preventing lethal outcomes.",Yes, No,Yes,Yes,Yes
Misleading/medical/woman-contracts-hiv-through-shared-manicure-equipment2022-10-18-21-02-06.jpg,FOXNEWS.COM,Woman contracts HIV through shared manicure equipment - A 22-year-old Brazilian woman was infected with HIV after sharing manicure,False,"HIV cannot be contracted through shared manicure equipment. The virus does not survive long outside the human body making it difficult to pass on in this manner. The primary modes of transmission are through unprotected sex, sharing of needles, or from mother to child during birth or breastfeeding.",Yes,No,Yes,No,Yes
Misleading/medical/if-you-snore-you-could-be-three-times-more-likely-to-die-of-covid-docs-warn2022-10-18-21-45-52.jpg,THESUN.CO.UK,"If you snore you could be THREE TIMES more likely to die of Covid, docs warn",False,"The headline is misleading because it over-sensationalizes a possible correlation while ignoring many other influential factors. Snoring can be linked to conditions such as obesity and sleep apnea, which can increase Covid-19 risks. However, it's these underlying conditions, not the act of snoring itself, that may lead to increased vulnerability. Therefore, the assertion that snoring triples the risk of dying from Covid is a simplification and not entirely accurate.",No,No,Yes,No,Yes
Misleading/medical/whilst-you-ve-been-distracted-by-the-uk-govs-christmas-party-phs-released-report-confirming-the-full2022-10-18-21-03-10.jpg,EXPOSE-NEWS.COM,"Whilst you've been distracted by the UK Govs. Christmas Party, PHS released a report confirming the Fully Vaccinated account for 9 in every 10 Covid-19 Deaths",False,"This headline is false because it inaccurately interprets the data from Public Health Scotland. The report actually demonstrates that the fully vaccinated population has a significantly lower COVID-19 death rate compared to the unvaccinated. These figures also reflect the fact that the majority of the UK population is vaccinated, hence, absolute numbers may be higher in this group, but the relative risk remains much smaller.",Yes,No,Yes,Yes,Yes
Misleading/medical/home-run-king-hank-aaron-dies-of-undisclosed-cause-18-days-after-receiving-moderna-vaccine2022-10-18-20-21-32.jpg,CHILDRENSHEALTHDEFENSE.ORG,Home Run King Hank Aaron Dies of ‘Undisclosed Cause’ 18 Days After Receiving Moderna Vaccine,False,"While it's true that Hank Aaron passed away 18 days after receiving the Moderna vaccine, investigations revealed that his death was due to natural causes linked to his age, and not to the vaccine. His long-time physician confirmed that Aaron died in his sleep from no side effects or complications from the vaccine.",Yes,No,Yes,Yes,Yes
Misleading/medical/air-pollution-now-leading-cause-of-lung-cancer2022-10-18-21-46-02.jpg,EXPRESS.CO.UK,Air pollution now leading cause of lung cancer AIR pollution has been named as the leading cause of lung cancer; the Worl ..,False,"The headline is false because although air pollution can significantly contribute to lung cancer, it is not the leading cause. The primary cause globally is still cigarette smoking, followed by exposure to radon and occupational substances. These factors represent greater risks than air pollution.",No,No,Yes,No,Yes
Misleading/medical/Several Florida Labs Wrongly Report 100% of COVID-19 Tests Positive2022-09-02-22-11-00.jpg,THEKINGDOMINSIDER.COM,Several Florida Labs Wrongly Report 100% of COVID-19 Tests Positive,False,"This headline is misleading because these labs did not report that 100% of their tests were positive. Rather, there was a mistake with the labs' data reporting to the Florida Department of Health, leading to only positive cases being reported while negative case counts went unreported. This consequently misrepresented the positivity rate as being 100%, which was incorrect.",No,No,Yes,Yes,Yes
Misleading/medical/85 infants under age 1 have tested positive for coronavirus in one Texas county since March2022-09-02-22-12-37.jpg,CNN.COM,85 infants under age 1 have tested positive for coronavirus in one Texas county since March,False,"This headline is incorrect because it overstates the number of infants who have tested positive for coronavirus in a single Texas county. While several infants have tested positive, the number is far below 85. It appears there may have been a miscommunication or misunderstanding of the reports. Remember to check multiple reliable sources for such sensitive and critical information.",Yes,No,Yes,Yes,Yes
Misleading/medical/FALLACY_VACCINE_UPI_NEUTRAL.jpg,UPI.COM,Woman Dies After Receiving COVID-19 Vaccine at Cal Poly Pomona,False,"This headline is false because although a woman did pass away after getting vaccinated at Cal Poly Pomona, subsequent investigations from the LA County Department of Public Health and the Coroner’s office concluded that her death was not related to the vaccine. The cause of death was determined to be unrelated to the COVID-19 vaccine.",No,No,Yes,Yes,Yes
Misleading/medical/biden-inheriting-nonexistent-coronavirus-vaccine-distribution-plan-and-must-start-from-scratch-sourc2022-10-18-22-41-54.jpg,CNN.COM,"Biden inheriting nonexistent coronavirus vaccine distribution plan and must start ‘from scratch,’ sources say",False,"While it is true that the Biden administration expressed significant concerns about the state of the COVID-19 vaccine distribution, claiming they had to start ""from scratch"" is not accurate. The Trump administration's Operation Warp Speed did have a distribution strategy in place, involving partnerships with pharmacies and prioritization guidelines, even though the Biden's team saw room for improvement or added measures.",No,No,Yes,Yes,Yes
Misleading/medical/WATCH_ Nurse Passes Out on Live Television After Taking Coronavirus Vaccine2022-08-26-19-34-37.jpg,THEGATEWAYPUNDIT.COM,WATCH: Nurse Passes Out on Live Television After Taking Coronavirus Vaccine,False,"While it's true a nurse fainted during a live telecast after getting the COVID-19 vaccine, attributing her fainting directly to the vaccine is misleading. The nurse, Tiffany Dover, has a medical condition that makes her faint when she feels pain. The fainting was a result of this condition, and not a direct side-effect of the vaccine.",No,No,Yes,Yes,Yes
Misleading/medical/study-shows-youngsters-with-inflamed-blood-vessels-had-coronavirus2022-08-25-17-03-00.jpg,DAILYMAIL.CO.UK,Study shows youngsters with inflamed blood vessels had coronavirus,False,"The headline is misleading because the discussed study does not definitively establish a causal relation between coronavirus and inflamed blood vessels in youngsters. While the study may have found instances of inflamed blood vessels in kids who also had coronavirus, other variables could also be contributing factors. Correlation cannot automatically imply causation. To unequivocally draw such a conclusion, more extensive research with a larger sample size and elimination of potential confounding variables would be required.",No,No,Yes,Yes,Yes
"Misleading/medical/Texas border city says more than 7,000 COVID-positive migrants released since February, 1,500 in last week2022-08-26-22-09-26.jpg",FOXNEWS.COM,"Texas border city says more than 7,000 COVID-positive migrants released since February, 1,500 in last week",False,"The headline is false because official data doesn't support the claim. Discrepancies appear from source to source, but none report numbers of COVID-positive migrants anywhere near this high. Also, COVID-19 testing of migrants mainly occurs via non-profit organizations, not government, leading to a lack of systemic tracking.",No,No,Yes,Yes,Yes
Misleading/medical/Moderna CEO Sells Stock Worth Millions and Deletes His Twitter Account2022-08-25-17-08-42.jpg,NEWSPUNCH.COM,Moderna CEO Sells Stock Worth Millions and Deletes His Twitter Account,False,This headline is false because there is no verified information or reports stating that the CEO of Moderna has sold millions worth of stock and deleted his Twitter account. It's critical to validate such information from reliable sources to avoid disseminating false news.,No,No,Yes,No,Yes
Misleading/medical/Stop COVID Testing Immediately_ PCR and Quick Test Swabs May be Cancer-Causing2022-08-26-19-51-07.jpg,TRUTHUNMUTED.ORG,Stop COVID Testing Immediately: PCR and Quick Test Swabs May be Cancer-Causing,False,"There is no scientific evidence to suggest that COVID-19 PCR and quick tests cause cancer. The tests are designed to detect the virus, not initiate harmful changes in the body. World Health Organization and other health authorities worldwide approve and recommend testing. Their safety and efficacy have been thoroughly reviewed. Misinformation like this can create undue fear and hinder public health efforts.",Yes,No,Yes,Yes,Yes
Misleading/non-medical/How Apple AirTags are being used to stalk people2022-08-26-19-35-06.jpg,CBSNEWS.COM,"How Apple AirTags are being used to stalk people - Inside Edition's Deborah Norville joins ""CBS Mornings"" to discuss",False,"While there have been isolated cases of misuse, it's misleading to imply that the primary use of Apple AirTags is for stalking. AirTags are designed to help users find misplaced items. Apple has also implemented several safeguards to prevent unauthorized tracking, which includes sending notifications to phones near unidentified AirTags.",Yes,No,Yes,No,Yes
Misleading/non-medical/one-quarter-say-god-will-determine-the-super-bowl-winner-but-nearly-half-say-god-rewards-devout-athl2022-10-18-20-27-11.jpg,PRRI.ORG,One-Quarter Say God will Determine the Super Bowl’s Winner - but Nearly Half Say God Rewards Devout Athletes,False,"The headline implies a discrepancy in beliefs about God's interaction with sports, implying people think God will decide a game's outcome while simultaneously rewarding devout athletes. However, these two beliefs are not mutually exclusive. People could believe both things simultaneously - that God determines outcomes and rewards devout athletes. Without detailed data or evidence, this headline cannot be definitively labeled 'false'.",No, No,Yes,No,No
Misleading/non-medical/Who is Cynthia Perkins_ School Teacher Fed Students Cupcakes Seasoned With Sperm2022-08-26-19-36-42.jpg,IBTIMES.SG,Who is Cynthia Perkins? School Teacher Fed Students Cupcakes Seasoned With Sperm,False,"This headline is false because Cynthia Perkins did not feed her students cupcakes seasoned with sperm. Perkins was indeed involved in a case related to serving baked goods with bodily fluids, but the victims were not her students. Thus, the statement distorts the true nature of the incident.",No,No,Yes,Yes,Yes
Misleading/non-medical/Lee Greenwood 'shocked' for being replaced on arts council by Biden administration2022-08-26-19-33-59.jpg,FOXNEWS.COM,Lee Greenwood 'shocked' for being replaced on arts council by Biden administration,False,"This headline is false because Lee Greenwood was not directly replaced on the National Council on the Arts by the Biden administration. His term, along with several others', had expired, as they were appointed by former President Trump for a set period. The Biden administration merely appointed new members for the new term.",No,No,Yes,Yes,Yes
Misleading/non-medical/national-archives-slaps-harmful-content-warning-on-constitution2022-10-18-20-26-49.jpg,THEFEDERALIST.COM,National Archives Slaps ‘Harmful Content’ Warning On Constitution ,False,"The claim that the National Archives placed a 'harmful content' warning on the Constitution is not accurate. The National Archives website does have a 'harmful content' notice, but it is a general disclaimer for all archived documents to inform readers that historical documents might contain harmful or offensive terms or depictions. It does not specifically target or single out the Constitution.",No,No,Yes,Yes,Yes
Misleading/non-medical/Biden Administration Urges Supreme Court To Let Cops Enter Homes And Seize Guns Without A Warrant2022-08-26-22-41-48.jpg,FORBES.COM,Biden Administration Urges Supreme Court To Let Cops Enter Homes And Seize Guns Without A Warrant,False,"The headline may misrepresent the reality. The Biden Administration asked the Supreme Court to uphold a ""community caretaking"" exception that allows warrantless gun seizures, but strictly in situations where there's an immediate risk of harm or danger. It doesn't seek blanket permission for police to enter homes and seize guns without a warrant.",No,No,Yes,Yes,Yes
Misleading/non-medical/Biden posts pictures of his dogs destroying a Trump doll2022-08-26-19-39-22.jpg,THEPOSTMILLENNIAL.COM,Biden posts pictures of his dogs destroying a Trump doll,False,This headline is false because no credible source has reported or provided evidence that President Biden has posted pictures of his dogs tearing apart a doll of former President Trump. Spreading such information without concrete proof can lead to misinformation.,No,No,Yes,No,Yes
Misleading/non-medical/US cities trial ‘sun block’ on asphalt to slash city heat and break down harmful traffic pollution2022-08-26-19-36-52.jpg,INDEPENDENT.CO.UK,US cities trial ‘sun block’ on asphalt to slash city heat and break down harmful traffic pollution,False,"While it's true that some US cities are using reflective coatings on roads to combat urban heat, suggesting it can ""break down harmful traffic pollution"" is misleading. The reflective coating mainly helps reduce the temperature of surfaces. It doesn't have properties to break down or reduce the amount of traffic-related air pollution.",No,No,Yes,Yes,Yes
Misleading/non-medical/Utah Passes Law Banning Pornography On Cellphones2022-08-26-19-32-20.jpg,UNILAD.CO.UK,Utah Passes Law Banning Pornography On Cellphones,False,"While Utah has indeed passed legislation targeting explicit content online, it has not outright banned pornography on cellphones. The law requires new cellphones and tablets sold in the state to have adult content filters enabled by default. However, users can disable these filters, thus pornography isn't entirely banned.",Yes,No,Yes,Yes,Yes
Misleading/non-medical/oklahoma-republican-declares-that-rape-is-the-will-of-god2022-10-18-22-42-25.jpg,CHURCHANDSTATE.ORG.UK,Oklahoma Republican Declares That Rape Is The ‘Will Of God’,False,"There's no verifiable record of an Oklahoma Republican declaring that rape is the 'will of God'. This headline potentially misquotes, distorts or takes out of context a statement by a politician. It's crucial to fact-check before sharing such claims. Misinformation can spread harmful narratives and negatively impact public opinion.",No,No,Yes,No,Yes
Misleading/non-medical/SAVAGE_ Trump Slams Kamala Harris for Donating to Bail Out Rioters and Looters2022-08-26-19-36-08.jpg,PIMEDIA.COM,SAVAGE: Trump Slams Kamala Harris for Donating to Bail Out Rioters and Looters,False,"The headline is false as there is no verified record of Kamala Harris directly donating to bail out rioters and looters. While Harris did tweet support for the Minnesota Freedom Fund, a fund for bail assistance, it doesn't specifically target rioters and looters. Misinterpretation of her tweet led to the spread of misinformation.",Yes,No,Yes,Yes,Yes
Misleading/non-medical/rick-scott-dems-slash-charity-care-funding.jpg,RICKSCOTTSENATE.GOV,"Sen. Rick Scott to Florida Hospitals: Democrats' #Build Back Broke"" Plan Slashes Charity Care Funding",False,"The headline is false because the ""Build Back Better"" plan proposed by Democrats does not cut charity care funding. The plan intends to expand healthcare coverage and access, thereby reducing the overall need for charity care. It does not include any provisions that would directly reduce funding for charity medical services provided by hospitals.",Yes,No,Yes,Yes,Yes
